CNN,PDP,Area,Label
87,869.3951358843325,4307630.216578912,set2
4398874,928.8136830632168,0.399473886275275,set2
87,868.9830307246152,4311933.429774774,set2
4429245,929.7434927366288,0.417130813223018,set2
93,880.0754502435636,4349959.883582619,set1
89,869.3182750842612,4312671.104376877,set2
4398399,925.1533653643824,0.3980331655867113,set2
4396147,929.3828039454708,0.3948298300106985,set2
4349039,928.421130292772,0.3940298639307316,set2
87,868.9830307246152,4311933.429774774,set2
