Area,PDP,PSNR,Label
4351793,949.978755879231,23.895334516159306,set2
4365270,949.964435931416,23.87493950328958,set2
4352250,950.1890295463704,23.82929082706576,set2
4363962,949.7397043866738,23.74102229696813,set2
4350920,950.0041498832092,23.840891654104173,set2
4367232,949.754139676333,23.77644007970517,set2
4350333,949.836983692408,23.89531766286991,set2
4368868,950.36227945389,23.750914702946044,set2
4369842,950.6266490686592,23.87919888332661,set2
4354970,949.9711769981486,23.75987041191669,set2
4361725,950.3319212457208,23.856933886101,set2
4367267,949.9110348239184,23.797020974648927,set2
4356262,950.5476157214284,23.806320378955892,set2
4353635,950.1170832450356,23.804779549441125,set2
4365394,950.0382069590178,23.82238767007308,set2
4363874,950.0784345757968,23.843417288596104,set2
4362916,949.808672386058,23.800702749174807,set2
4361214,950.8633919223026,23.76798379385565,set2
4357390,949.4706738928886,23.919186644140208,set2
4362012,951.4117829947616,23.708728562001166,set2
4353323,951.6607884150768,23.79383903454589,set2
4368067,949.0390660177152,23.921070983774094,set2
4367914,948.7346964882556,23.828400945228136,set2
4361152,950.8837011800103,23.868716954568217,set2
4358642,950.5179778432158,23.78171852945783,set2
4350345,950.370981511889,23.811699227365214,set2
4359101,950.942150670343,23.839650151388152,set2
4360837,952.505089353324,23.83537385718952,set2
4358262,950.1381935271414,23.82399396910738,set2
4363708,951.730253498974,23.80922508770577,set2
4363146,948.8773303261488,23.885141875981272,set2
4369474,948.0390745734644,23.77785317461777,set2
4365068,951.8474375466374,23.90513786887336,set2
4364405,949.8002116790444,23.860563756308327,set2
4350652,951.035613305778,23.78165708670168,set2
4368717,949.7548014298308,23.77878374279868,set2
4361040,946.8913062852388,23.8183632845728,set2
4368063,950.2665025830862,23.831958190539527,set2
4359084,949.354664655266,23.85079330284533,set2
4363471,946.8686321132512,23.82577892319265,set2
4364605,952.4256021783513,23.85220992618717,set2
4364126,950.4956003910067,23.809633914807968,set2
4357931,946.3554232906608,23.824118289541005,set2
4363443,952.2951440152084,23.77736447559347,set2
4368868,949.3393998472908,23.82810307265206,set2
4354517,945.967374463052,23.832646179077877,set2
4354321,949.884633559052,23.79991318244237,set2
4364826,945.2910147922996,23.83361659393952,set2
4358663,949.1419241127404,23.825755982785697,set2
4399790,950.0,23.808596324765496,set2
4394308,949.9620345065392,23.806365270153247,set2
4394617,949.940917105522,23.83116229740245,set2
4394159,949.8972568024388,23.860521748851387,set2
4387650,949.9418664829312,23.839107583560697,set2
4388986,949.9057541861924,23.878315417671946,set2
4381222,949.8592216515218,23.875254760417224,set2
4394381,949.8319460307628,23.80265743442186,set2
4383786,950.0578612737723,23.91327803479644,set2
4392234,949.8262521256012,23.79200012613761,set2
4388633,949.9075084612896,23.810337151081235,set2
4384159,950.0344921636276,23.83782235829932,set2
4395147,950.0666960890144,23.843475127493974,set2
4397052,950.09036629313,23.809860608945392,set2
4380238,949.5099769575816,23.785084887308503,set2
4386368,949.4639683193204,23.910794841454404,set2
4381505,949.255270548982,23.818914309364384,set2
4387180,949.6328515327132,23.80307107015116,set2
4392262,949.7590463605892,23.759022621349445,set2
4387932,949.1964159140472,23.81179938471303,set2
4389487,949.1977625922444,23.81524832894313,set2
4392620,949.8582545582916,23.813018886602947,set2
4391423,949.9338536670444,23.767706112520607,set2
4393375,949.1058459789384,23.818444320787016,set2
4396518,949.2722791910716,23.714859167151207,set2
4387263,948.9345155556672,23.755195501940264,set2
4391503,950.363007247292,23.79215788037135,set2
4389247,949.8708300535048,23.88789763466192,set2
4398375,948.7393142193396,23.848778842417843,set2
4390549,949.682258485853,23.785981464691123,set2
4390669,949.6822909300354,23.873962715239188,set2
4394856,949.2702128780504,23.87415134770842,set2
4398418,949.3362160975736,23.84591529942393,set2
4388264,948.9209256889357,23.787804371961663,set2
4388224,949.2730260823266,23.752384865614392,set2
4381002,949.3174913379684,23.805832406661047,set2
4381722,949.7506647897692,23.747576949099518,set2
4395674,948.4781728926416,23.864432307164112,set2
4384052,949.1573444099344,23.806574089805924,set2
