Area,PDP,PSNR,Label
4340020,929.3222151964868,28.038503105327678,set1
4340716,927.7807191967612,28.034583633909296,set1
4347197,927.0326862192528,27.96988039132825,set1
4334090,927.7401865905916,28.018199838715933,set1
4332358,929.098629505342,28.060731868118783,set1
4335500,931.4520314909142,28.042883372035902,set1
4353780,929.6400816371784,28.041857722993655,set1
4345025,929.034441659111,28.00619389369275,set1
4350476,927.679366535936,28.035421003857817,set1
4337717,928.3354270967058,28.02746569943733,set1
4350914,930.5875289760514,28.05680194969753,set1
4332753,929.0144683696282,28.0315143411099,set1
4330042,928.2876045721756,28.08660730779651,set1
4350450,927.660966683345,28.118761450424973,set1
4354996,928.2120526591428,28.023528645752545,set1
4336343,928.5225149018474,28.001509028406726,set1
4332525,930.2231548988262,28.01480733388517,set1
4337413,929.6641437300724,27.961909608831675,set1
4344976,927.7195262166543,27.99858479489416,set1
4338235,927.8523590471945,28.0107275000683,set1
4339773,929.951261615679,27.987405047839463,set1
4345793,927.3440967224574,28.03248280228763,set1
4350618,928.1453243801694,28.020501209596283,set1
4331577,927.2170706377284,28.05701741313621,set1
4347359,926.828590628602,28.115187563953075,set1
4335913,928.4626813222578,28.031009338519784,set1
4352582,927.184440595292,27.96524663983205,set1
4342282,926.1428097970328,28.04201351166706,set1
4336808,927.4333406180012,28.051073366874213,set1
4352070,931.5765558275572,28.0107284347485,set1
4345461,927.0118647088776,27.95885558564137,set1
4351430,928.6548257146948,28.04168809246364,set1
4339259,928.14805093005,28.02469078464893,set1
4334616,926.2116816338796,27.98104214913365,set1
4338276,928.662901128873,28.00561192274737,set1
4331077,926.5668179162966,28.084369903500978,set1
4352986,926.3244020957748,28.036207738688883,set1
4341412,932.5655567840228,28.06106217115362,set1
4349019,929.487887859746,28.03142275340208,set1
4352458,929.335039665878,27.99984059549496,set1
4348708,930.6362146643606,27.977103027079348,set1
4337876,927.2646423701958,27.9991023638444,set1
4332039,929.4195319949896,28.025536642964152,set1
4336044,928.5436512510896,28.07613007499396,set1
4347311,926.0443629941418,28.062063037067364,set1
4345149,929.0813958877758,28.102416243243088,set1
4341193,926.3406277653507,28.04705242071515,set1
4340695,928.1678759396764,28.061715485201415,set1
4333925,928.834851700513,28.018865178634105,set1
4339339,926.0665046643596,28.02139649280817,set1
4330031,926.0853340154816,28.00410960546472,set1
4339713,926.7574397718442,28.07318958381724,set1
4348559,927.624518083668,28.03104654782405,set1
4333694,931.9934298467062,28.106363871804543,set1
4350018,925.597912509512,28.042471979723047,set1
4336610,927.4434202874478,27.995301010639487,set1
4387519,930.0,28.01244246392833,set1
4370801,929.899075686463,28.081797113482622,set1
4373737,929.9469452704932,27.9823820395428,set1
4382177,929.9803810772704,28.000833519206644,set1
4370900,930.2374775906742,28.10673184214574,set1
4383190,929.9104948237264,27.98958553347346,set1
4380630,929.9872140650128,28.00385245242899,set1
4382265,930.1129456958396,27.95980204383853,set1
4379881,929.7905455608388,27.95970862603565,set1
4389109,930.0960019584696,28.02192277797417,set1
4377472,929.9928274254004,28.037086525852764,set1
4378392,929.3215194715405,28.06024034413319,set1
4377734,929.71169843908,28.037768465731457,set1
4378848,930.7354442628978,28.03846815387607,set1
4388036,930.4850923865988,28.043665257731018,set1
4375301,929.8167074443722,28.02981307469253,set1
4385920,930.0831094507482,28.05896200573007,set1
4387181,930.2803919449764,27.997129425866497,set1
4374413,931.3595347113531,27.991601545797483,set1
4379579,930.725754655252,27.99325046993102,set1
4385983,929.8773276592468,28.06551083654263,set1
4382156,929.9465093902314,28.118648517783207,set1
4388287,929.5342258043772,28.033868920150702,set1
4380764,927.911311761659,28.04526719577273,set1
4371757,930.4428942574908,27.999654540180597,set1
4381361,931.5309322937744,28.00642018285143,set1
4389968,928.4975426481676,27.98197808313557,set1
4381177,928.6291626507872,28.005111632547464,set1
4371864,930.772358484132,28.01363971116665,set1
4381954,929.7709711644318,28.06836466338373,set1
4381752,929.8075500684072,27.97134009884313,set1
4374991,929.1771716491434,28.04268750572967,set1
4388392,929.4834696084724,28.054568813104904,set1
4375982,927.5527177019652,27.9515696007692,set1
4385264,928.9779563985754,27.99272729972268,set1
4383356,929.923748347927,28.06344978567357,set1
4382732,928.5752319313888,28.10028633840757,set1
4376601,929.8473889688962,28.04675907262502,set1
4389983,930.2238358335396,28.078258354743674,set1
4381548,931.2539313546756,28.037200696601012,set1
4378691,929.3971589370328,28.05020761607189,set1
4377930,930.7256697785195,27.99335654863572,set1
4378965,929.3608229894204,28.023737455169,set1
4383003,932.40052129808,27.98885636711868,set1
4374074,928.2228470989056,28.02689407106784,set1
4382395,930.055387813964,28.06430883728972,set1
4380599,930.6510760890452,28.02379151157515,set1
4384885,929.3678036045832,27.96947180141916,set1
4384837,930.055800077827,27.99855513704499,set1
4379579,929.2044554911027,28.012964895551377,set1
4376950,930.166318850608,27.992103250321605,set1
4381632,931.6019723331674,28.019252119424756,set1
4389303,930.7186630586194,28.07786529453218,set1
4386782,930.6743505491364,28.02635350826781,set1
4385587,927.944187804678,27.98405196650403,set1
4387461,929.493959804489,28.015698503847236,set1
4385583,931.9608510830986,28.000437631820223,set1
4388537,931.8440463308784,28.009730851558988,set1
4381393,927.4887870988656,28.072016449837417,set1
4370649,933.8070680429472,28.06550387916559,set1
4388562,932.4978064484932,28.014377352414968,set1
4385559,926.5410412064052,27.97735100289409,set1
4374562,929.906271278806,28.061459758237625,set1
4386008,933.9813016234212,28.02449135826709,set1
4385098,931.991411158722,27.990425328438864,set1
4373139,930.6331630810666,28.03425878085465,set1
4389958,933.5448484969534,28.025620344168843,set1
4376472,931.3954338254082,28.002090462639643,set1
4382703,932.6745559417652,28.07151564157576,set1
4382672,925.5782518985797,28.036953856254616,set1
4381850,928.0790030730118,28.056441537612766,set1
4378528,930.6079354901788,28.045534125368366,set1
4388723,918.9978642918302,28.020948142882894,set1
4371159,930.909426378666,28.05274042983599,set1
4386825,933.0934875854064,28.022367295337,set1
4374138,923.6655355568432,28.06293798433645,set1
4373218,926.5421880995568,28.027848407052428,set1
4387139,930.7812996113722,28.00031516518494,set1
4387818,927.9606330936,28.03539665345386,set1
4374780,926.3064880444998,28.089829822517743,set1
4379142,930.048380944622,27.98855264663299,set1
4379289,931.532865562792,28.02854038449304,set1
4380398,927.2623409301478,28.0585739211452,set1
4377247,931.9415736319344,28.021686296926717,set1
4388418,938.6736098090892,28.03017121823041,set1
4379862,926.6075113899934,28.00804965897162,set1
4372527,932.3210001582376,28.035056073793783,set1
4380678,929.554921655839,27.994418787984536,set1
4379005,933.1824895502752,28.03307339554968,set1
4382134,936.1700333877752,28.07421508256825,set1
4385453,930.0960755091462,28.022984282471203,set1
4386958,930.1888900453612,28.04116207286333,set1
4383769,932.7973773432158,28.008242123437288,set1
4386659,931.8802055764946,28.02728392257529,set1
4379596,930.0171429320898,28.01632220495689,set1
4386343,921.6849957469898,28.040622958044253,set1
4384212,924.7125548584936,28.066293873930576,set1
4372051,931.7217706101884,27.96608664995009,set1
4372462,931.5656940780376,28.06255215287087,set1
4389829,933.689759955728,28.040585250124828,set1
4373401,928.5189321437548,28.08365039358633,set1
4383388,929.8854979773266,28.0267211885782,set1
4384259,927.4346062477482,27.973900644800555,set1
4379115,923.4158478073635,28.05184330054558,set1
4384383,932.867760937839,27.98684168576605,set1
4371741,930.1284233688218,28.03482383727263,set1
4378983,928.0490857790566,27.999269813179072,set1
4370474,925.4278150198414,28.059253433164887,set1
4387065,935.036313740155,28.05022623188523,set1
4380206,930.0470675959032,28.0060088642934,set1
4382874,926.5707548470843,28.08169345263105,set1
4388708,934.6072843496636,28.030843303099285,set1
4379203,931.3923311401356,28.034245364265107,set1
4373516,928.0121721087004,27.971019860415595,set1
4387715,932.3627227712416,28.074414731165323,set1
4380198,922.7764442181395,28.04992252576652,set1
4382166,920.0747355930456,28.009223405012055,set1
4378784,933.0376951347752,28.02935717253986,set1
4376385,924.8783388742994,27.982838926430286,set1
4371073,933.8017310266748,27.97970088924614,set1
4414283,930.0,27.97023634089691,set1
4411890,929.8816633839908,27.98903481563622,set1
4415268,929.8125700178124,28.00699810268468,set1
4413954,929.5373998228408,28.085163935282758,set1
4413020,930.116786963069,28.063012028870205,set1
4410109,929.37340252508,28.13916336991005,set1
4413061,929.6426500643304,28.05812877350061,set1
4411151,928.9720120318392,28.0495045463479,set1
4413964,929.3651565635636,28.05086056312093,set1
4413593,929.1870713658342,28.05775714823158,set1
4413853,928.9409365724974,28.04939233385867,set1
4414986,928.7089732558492,28.01005895123978,set1
4414770,929.364854949428,28.05195220405353,set1
4413263,929.309229126286,28.02848508358016,set1
4417442,929.962235929858,28.074079835773635,set1
4415891,929.14508814499,28.04332254599967,set1
4413692,928.71233651919,27.991997754314728,set1
4418226,927.5266334751408,28.055001200370285,set1
4418950,928.3523963627898,28.0418300095986,set1
4417949,929.9809829156223,28.074963298634312,set1
4414278,926.981252272379,28.042575669061986,set1
4419908,927.3415459795144,28.04439147867843,set1
4417424,929.1242939543883,27.96269424356064,set1
4415936,925.8564530872156,28.00286438345025,set1
4411911,926.9716359504828,28.10194532275042,set1
4414632,928.2242883001792,28.007855348432464,set1
4416521,929.9274007590896,28.032260745069543,set1
4418653,927.2406233280844,28.068082872598364,set1
4411649,928.9435541635172,28.06075855854095,set1
4418258,930.2534145266952,28.066227238506933,set1
4413344,926.3673490024332,28.06945349968784,set1
4410510,925.7037586123324,27.993992204416763,set1
4419807,925.0922041167672,28.018374611640475,set1
4412746,926.6422745362815,28.10129610971657,set1
4415415,927.0425660444612,27.973452493986606,set1
4417049,927.8167545331168,28.026197306861704,set1
4416901,926.9470448175964,27.963915892970768,set1
4413266,932.4534140559018,28.02046934415379,set1
4411203,928.0837281838078,28.03172274007898,set1
4417948,924.655412270037,28.010215086031728,set1
4414998,926.83182816213,28.07196980210312,set1
4410149,930.9335738142604,28.036180712303885,set1
4417797,924.9141686287,28.02699312389668,set1
4414946,928.9519618677384,28.04780146187215,set1
4413167,924.069020509832,28.04319068356485,set1
4412061,920.974604317946,28.04461244137352,set1
4412687,923.64348736552,28.031249787148507,set1
4412646,922.7882394531292,28.04398099615497,set1
4418945,927.4537466994236,28.09474660343712,set1
4419205,924.0444540259628,28.04882196248267,set1
4432632,930.0,27.95588838447324,set1
4436894,930.2143360508572,27.99976415393833,set1
4436987,929.7055201175172,28.029464379149715,set1
4434900,929.4876203222868,28.00201599986753,set1
4436255,927.6881139569064,28.0456582063844,set1
4430653,926.2919180557373,28.004457881166907,set1
4430365,924.6921120988762,28.04416197187073,set1
4433437,925.5311398148732,28.00555559887737,set1
4438693,925.2867368791144,28.028006298135228,set1
4434572,928.7532320978942,28.072705448161333,set1
4357259,849.9562138463853,20.578237492438404,set1
4370656,849.9658653935949,20.58839311411801,set1
4360097,850.0190584523842,20.60147621856971,set1
4360822,850.101769749584,20.58482961221376,set1
4353220,849.9459227051094,20.560570043799093,set1
4373413,850.0228035039893,20.57785771956497,set1
4368005,850.1841207589302,20.595060262946134,set1
4363854,850.0732055785891,20.57881531732562,set1
4354630,849.578277658384,20.5974085480144,set1
4352684,850.1454919427571,20.564231122073465,set1
4354910,849.6596696473615,20.61230791346728,set1
4353220,850.285855879729,20.59835297623125,set1
4366677,850.3949946535666,20.588969616950624,set1
4372394,850.3848469732609,20.59385200901657,set1
4351171,849.8654553218842,20.61013506282508,set1
4355397,849.8494181234535,20.579212332986497,set1
4356326,849.6947107725551,20.57915240202219,set1
4354380,850.5483679003686,20.58232620909468,set1
4355558,849.9308129135013,20.59386727020564,set1
4368040,850.1350687721838,20.579964587413,set1
4353308,850.4438624523267,20.62921578606353,set1
4367176,849.1892847513374,20.58640750262431,set1
4359162,850.081318030925,20.610580737428503,set1
4366703,850.2030724121266,20.567185841343164,set1
4354098,849.8074013447707,20.61260028756665,set1
4352785,850.5654539461191,20.59180381161494,set1
4359574,849.7080725640141,20.58648317872041,set1
4362093,850.2934171458056,20.54270627763805,set1
4374003,848.8744503442401,20.58546956044002,set1
4360010,849.839818050259,20.58049882912109,set1
4362222,850.1683835594665,20.655183475784124,set1
4363855,849.9458435843139,20.56885922880522,set1
4356217,848.8242647230411,20.602882618887904,set1
4351663,850.2109726305534,20.562535715690174,set1
4365193,849.2708692451035,20.605702720484075,set1
4351933,849.791566345173,20.56474213408385,set1
4372785,848.6907831609749,20.59162953036556,set1
4370562,850.9445684812383,20.586984008116477,set1
4363504,849.8587860611451,20.58501709341089,set1
4365299,848.2425501707934,20.562941610942044,set1
4359831,851.9775257521587,20.59521669357371,set1
4368423,848.8040354388809,20.597993176800586,set1
4371407,851.0479497620516,20.598917963495868,set1
4362309,850.7778718392904,20.57482818015776,set1
4368658,848.8960646185694,20.57871695747245,set1
4374507,850.8508898002424,20.53446700981819,set1
4354848,848.9079380309963,20.58776095911579,set1
4367849,849.3241656430813,20.5817288284286,set1
4366319,848.2152384354409,20.581449176762867,set1
4363480,850.3641849748518,20.61596171427128,set1
4355041,849.9163480590089,20.607445374541804,set1
4352190,849.1282041466378,20.57995079585156,set1
4351424,848.0658426987252,20.56944971209579,set1
4358101,848.55906582688,20.604499471697917,set1
4354516,848.2513532278832,20.6010965425816,set1
4352833,849.9232772532874,20.568898577375744,set1
4358107,850.7074805405659,20.57443424627345,set1
4370116,846.5424384566353,20.615250062132304,set1
4365612,851.6289864823183,20.612180324304585,set1
4371605,847.9822878781746,20.58795233837152,set1
4352582,851.0598694763856,20.576913710599975,set1
4369682,849.0481398807283,20.5913660038254,set1
4359882,850.7454590293355,20.608287232983518,set1
4374708,848.8666932780648,20.60310946323084,set1
4357584,850.2350388772654,20.602771448517963,set1
4362467,850.8402960149533,20.56699784932257,set1
4369814,849.7643672382367,20.599893266927037,set1
4368859,851.6469543964756,20.617685621877374,set1
4357939,850.7012423336155,20.60747710813941,set1
4374970,850.4773957520679,20.5946417181936,set1
4361249,850.9511389816389,20.578155585015924,set1
4355915,850.9761911129872,20.554924574693224,set1
4357320,853.6677135211287,20.56169367304813,set1
4352966,851.8069637437595,20.580998392391024,set1
4360263,849.7725437656195,20.55924955248185,set1
4359254,848.648168450871,20.597979830856904,set1
4363840,850.7370385528397,20.56335435508272,set1
4369338,849.5426690604411,20.590716764202217,set1
4357054,849.7074143984928,20.59946253514249,set1
4362760,849.3732830011783,20.554107649427557,set1
4359853,847.903530630836,20.56696435495365,set1
4363074,848.3951846480963,20.608059171901527,set1
4368330,851.2050392402158,20.627787598542053,set1
4368925,852.178040759701,20.602157377483945,set1
4351584,852.376867936047,20.584436589191128,set1
4362118,849.7280066395272,20.592716376799583,set1
4350169,851.9188479141611,20.58362845547787,set1
4367632,850.8810294786343,20.60499258975878,set1
4353126,850.7366785610685,20.572166687588844,set1
4370348,850.6622634940496,20.5570060629,set1
4354993,850.9201839188322,20.614374609913344,set1
4369249,850.4480286713434,20.594386913008076,set1
4370994,848.2364212203453,20.57468852220248,set1
4367689,851.9095699033837,20.549451486702896,set1
4372666,855.4795567629985,20.623393976153,set1
4354088,853.3546383186286,20.589791259557323,set1
4355314,848.2381026240374,20.597678426001696,set1
4371066,849.0769925258954,20.579741946488785,set1
4352707,845.5463672378236,20.55641745129255,set1
4353713,848.0159112897529,20.577290172703485,set1
4369624,847.4125573812044,20.576346058061148,set1
4373406,851.2160214981486,20.55151086666125,set1
4358813,848.9893154862581,20.571515341352164,set1
4365050,848.6745512684388,20.57694530764998,set1
4360354,851.5683693394113,20.575401924410997,set1
4362726,851.276851219371,20.57524471041988,set1
4369780,850.0535362320601,20.55613116494969,set1
4363504,850.3787677153659,20.57707364653406,set1
4374866,852.6127767033194,20.576114600001603,set1
4354092,845.6949126251202,20.587709875242563,set1
4371172,850.2417569453181,20.588681923081392,set1
4363535,852.1549145121751,20.574180025281837,set1
4358003,852.2785273237718,20.54478283089736,set1
4374332,851.0714723712673,20.6073230043504,set1
4355974,846.6727090491642,20.60502276746457,set1
4361987,844.9900684686438,20.580557529834465,set1
4354338,851.8915067242484,20.60965904986107,set1
4371075,847.8849545687474,20.59959915414396,set1
4354710,851.1308369256064,20.60111860842861,set1
4387625,850.0,20.563287624516487,set1
4397236,849.9906737969027,20.55877615145745,set1
4392296,849.8927177203645,20.56891158242744,set1
4389776,850.0034247942473,20.56846507467245,set1
4385104,849.943149871902,20.61862990886164,set1
4396628,849.8305468121265,20.601548694417005,set1
4389381,849.8636702455283,20.542272432428963,set1
4396486,849.9290081910648,20.55304511592881,set1
4393192,849.9792030842788,20.55729845465847,set1
4399425,849.7646926935023,20.575326422297525,set1
4399017,849.4095897107308,20.570681774052456,set1
4396216,849.6855986663204,20.5628016354284,set1
4390998,849.7147472955415,20.576967983220225,set1
4399420,849.6908644388278,20.59136845124469,set1
4395594,849.3515366928085,20.599744603898923,set1
4390568,849.9262678817274,20.582254142764462,set1
4399066,849.6473275456448,20.595610340463757,set1
4393008,849.0596422443867,20.61472395793307,set1
4398740,849.6625911935225,20.555008580924685,set1
4386104,850.0115077491838,20.585866722067,set1
4386438,849.7739044104308,20.54680980963753,set1
4392571,849.7724987266206,20.56551824553325,set1
4387806,849.6200795840648,20.58598542305216,set1
4396284,849.3476952011644,20.58860509600646,set1
4388433,849.56753279701,20.593756603764025,set1
4397425,849.8261976503613,20.582583591198294,set1
4386747,849.3419281583743,20.56644676248897,set1
4391914,848.9597065642249,20.60455629058273,set1
4392148,849.1391572579719,20.546904330542247,set1
4387615,849.1531372902267,20.543130984420674,set1
4393069,849.2610578141835,20.53697835723342,set1
4390392,848.809637555721,20.59460172323536,set1
4396772,849.4373081163793,20.5738731131807,set1
4386487,849.3797432134859,20.521176742427283,set1
4390197,848.2594446279242,20.57560130923765,set1
4399813,848.4547386343855,20.59034416095201,set1
4391187,849.013101341845,20.56861121774868,set1
4390506,848.4599495204249,20.579120598473786,set1
4392834,850.688312229595,20.556598998222945,set1
4394865,849.6118891224744,20.6008438860864,set1
4395664,849.488614264488,20.563633601334548,set1
4396097,848.9328890673032,20.61421744865428,set1
4396681,850.2825016814267,20.53396500564297,set1
4396815,848.9784747945773,20.554581262976125,set1
4399359,847.9920938370656,20.59406777273508,set1
4385620,848.3081828146031,20.591002726490668,set1
4385260,848.8667097993175,20.580489307388994,set1
4390903,849.3151601082034,20.57732378779286,set1
4386681,850.3873325949448,20.572250006254624,set1
4392177,849.7209645224683,20.57679366477239,set1
4394060,848.977836478436,20.54464989892884,set1
4386394,850.6701785632877,20.61548523326997,set1
4391196,847.371350004456,20.540558375813923,set1
4392131,847.9369883478439,20.636303229060825,set1
4397875,847.4618163418729,20.57115444084315,set1
4389544,847.8397027829858,20.58239224439814,set1
4399030,848.500645313724,20.59663726366543,set1
4396726,847.1578095803761,20.59115645812925,set1
4393265,848.1792413682659,20.569260241814707,set1
4398688,849.8484712754463,20.52640975349441,set1
4393061,848.2349960139741,20.58674171404651,set1
4397691,848.5674233967304,20.575223962262196,set1
4395351,847.1006235477226,20.593773207850024,set1
4393983,850.5161416694144,20.5594622086691,set1
4392272,852.5796003109061,20.575162977456205,set1
4397395,848.047056978679,20.59774811130536,set1
4398580,848.1138792401621,20.56657710441248,set1
4394561,846.8677178562375,20.613520582688395,set1
4388226,847.0213421865179,20.57921959790753,set1
4391505,846.4603237967624,20.620356219645757,set1
4391784,848.419380032647,20.55824707462231,set1
4395317,847.4036853032221,20.60250538009564,set1
4397290,846.730971284392,20.57634921597732,set1
4385420,847.4602745425175,20.566511389341997,set1
4387908,846.7390257879923,20.582589017349942,set1
4398051,847.4543810239351,20.55743157996127,set1
4389926,849.9946710509327,20.585353162163987,set1
4398079,850.4524702850288,20.567775266748765,set1
4399764,849.7565956020586,20.57734117818328,set1
4391229,847.5034492680311,20.554553372876544,set1
4390241,848.310084487334,20.574275447231223,set1
4398600,849.3782055934323,20.52844491487707,set1
4389125,848.5423789162348,20.595337329774097,set1
4398963,847.7904948463203,20.62664746983825,set1
4386553,846.4428339124705,20.63282512858037,set1
4390863,847.6041419733514,20.585075486197397,set1
4397582,848.0479769849936,20.5666980237837,set1
4391757,846.2112434425444,20.568846306266583,set1
4395630,849.4133426584457,20.57864999152276,set1
4392659,849.5401084706039,20.546498178262965,set1
4389340,849.6490985334062,20.628129418213582,set1
4398088,847.4939122054707,20.570963407442004,set1
4391666,847.8884471864066,20.58532881455112,set1
4393589,846.9710881905987,20.607388901994412,set1
4393672,845.4569461011911,20.613885566769667,set1
4394461,850.2642122343008,20.574143825041396,set1
4391203,845.9659295163012,20.601366645082592,set1
4385199,844.1375122250081,20.59922451633337,set1
4386697,844.4720108276317,20.577671867968355,set1
4399160,848.8819080059487,20.54428116977504,set1
4398565,843.8271587243612,20.57753222576756,set1
4388377,849.5585601761325,20.579420438294463,set1
4396565,844.5920349272635,20.58961292047081,set1
4396977,846.5243665742263,20.52227955988111,set1
4390484,845.5040643983571,20.586905128066643,set1
4387842,846.716163785889,20.578369654299905,set1
4399924,845.9241479114265,20.574011819267096,set1
4399782,849.4861776792662,20.580280995545973,set1
4387281,852.5249820940625,20.596178609378835,set1
4386617,844.0821605162164,20.55689622492226,set1
4398979,846.5763231393043,20.589375139409967,set1
4394757,844.1356217938472,20.623036138162387,set1
4392364,847.5835841682695,20.6087360029635,set1
4391256,849.7407100052362,20.57300210137843,set1
4388644,845.783202960559,20.597845530471933,set1
4387849,844.3051017428882,20.599272221266443,set1
4394773,848.5521666430036,20.594486511534708,set1
4393802,845.2830876586312,20.582361502688727,set1
4395037,848.2215700785929,20.579205570264904,set1
4392783,844.1154152424084,20.561297858970075,set1
4392144,847.1038282380512,20.591467641821588,set1
4397200,851.853665727078,20.59524996677092,set1
4391888,848.8583056514755,20.57263454581192,set1
4391069,847.0026469357774,20.568110768510717,set1
4388309,845.3844946410852,20.617953820159908,set1
4389336,848.6230964080698,20.60522950549205,set1
4387474,844.7952611775929,20.5862768112846,set1
4396230,846.6889334999977,20.606623096231317,set1
4395060,848.9823401652851,20.609685460014976,set1
4394076,848.4005166364253,20.60482047668077,set1
4390798,848.5338305473493,20.57877399049017,set1
4396336,843.6011865780146,20.59221285682452,set1
4394136,846.3625693529908,20.586230084984415,set1
4388716,847.4345146684163,20.6064815308078,set1
4398639,847.8238281189994,20.56441791789444,set1
4385740,843.7577767518856,20.583531545202263,set1
4388903,841.9816946746872,20.59629426951036,set1
4387737,842.0816644462399,20.577646174538163,set1
4394483,845.1841900066499,20.60686552126224,set1
4386761,843.8850064388207,20.54664588363341,set1
4388144,848.3677972061747,20.5348436806516,set1
4395040,845.3559727607501,20.562298951399598,set1
4388077,846.8715722169719,20.617886439032105,set1
4389827,845.6967849643324,20.596832189198448,set1
4396282,844.4703953299029,20.595698615286437,set1
4386610,843.3761991024254,20.575904506068262,set1
4399162,855.2909212554088,20.55653657148205,set1
4389598,846.6396863032055,20.583341462435936,set1
4391253,852.3939299860741,20.556800148948472,set1
4399754,849.802911136221,20.56983697168767,set1
4387120,842.9648387096346,20.57659279081124,set1
4385915,843.1924128731094,20.609973966208383,set1
4388583,846.6843934016786,20.596861819877013,set1
4398074,848.6497741908923,20.581225688376197,set1
