generation_no,PDP,Area,Accuracy
1,980.3984581359468,47906.598471032274,80.67397656621083
2,972.9150335343566,47694.03400791164,81.1516462634678
3,965.9553396007992,47499.54793193703,81.61622829431552
4,959.6676999390593,47332.20372748909,82.05164621851223
5,953.6208757749876,47158.191292993426,82.47998373963522
6,947.8239428400955,46995.04372174961,82.8980078896947
7,942.1328211705865,46829.35833673324,83.27626631477862
8,937.6781283870928,46719.44058313047,83.60337689983257
9,929.5964328203833,46423.889841340155,84.24533102683264
10,920.6489593447948,46064.827502681444,84.97006450649467
11,913.2667135102022,45786.3471851372,85.57554597486818
12,910.1076165054392,45695.64511916286,85.80801745817786
13,906.179924757937,45570.4871665362,86.11763789245816
14,902.3186285846741,45452.429023695186,86.41000263682847
15,898.850925412395,45346.8853050038,86.70586184880831
16,895.7339298700182,45228.37825475045,86.95275066594226
17,892.755632616175,45126.2592605624,87.1937857799011
18,889.8635783414684,45047.332659265565,87.43850742430288
19,886.6382598648958,44946.52896963132,87.70065437388291
20,883.543989422681,44843.238702875715,87.95000227741438
21,880.5388867116059,44741.412584350626,88.22435420232449
22,877.9540166993878,44664.62645095111,88.46166458897017
23,875.5156881455598,44584.48886545292,88.63661596641413
24,873.653618192307,44519.72222391036,88.77295880989928
25,871.9071326946436,44456.38256354458,88.934544337184
26,869.7765857575672,44389.875631924806,89.12638557941257
27,867.3376465178437,44310.39614139927,89.32508349881422
28,865.7116485763745,44242.340348187965,89.5078439951196
29,864.4426634429326,44194.08273025483,89.65191992463645
30,863.1130917194431,44153.16814585419,89.76720787342256
31,861.4305565298143,44106.209055736974,89.87869883197024
32,859.987114177358,44048.66662754532,89.99492672915252
33,858.609936544094,43992.32849751341,90.1091768140893
34,857.4057987980511,43950.36045589122,90.26289654177745
35,855.7700590467737,43908.540727151456,90.39333885014643
36,854.6146671221146,43862.72868634212,90.49939125536915
37,853.6429377092268,43818.16253995558,90.58287877575118
38,852.7925239675972,43786.77292859974,90.70107129250955
39,852.2226760906801,43748.057573292834,90.81507520611147
40,851.6517190484344,43714.869488692835,90.89443667087167
41,850.5228817903394,43687.110539254085,90.96468710393515
42,849.235540189581,43659.803589576084,91.05255601842677
43,848.5993716620444,43630.2170029683,91.14884307314506
44,847.9101714359126,43593.17203343331,91.2383651080394
45,847.0700780266907,43566.85504301354,91.29165340998092
46,846.8643759857171,43539.986037489405,91.36480425362194
47,846.3331537557285,43517.80949651876,91.4405857942061
48,845.7082479232138,43499.86816211363,91.51467519359124
49,844.6297939829088,43474.29849111593,91.58621705462237
50,844.1868715783464,43440.33131492817,91.64297791282016
51,843.5359090226088,43420.038934135686,91.68749451753837
52,843.2276629309198,43412.357810609086,91.73858012127023
53,842.7594419382294,43392.49207748992,91.82984529754034
54,842.5483052349002,43373.3185412157,91.89881008208565
55,842.3614410075618,43368.06049372064,91.90632852098915
56,841.8797386272372,43346.515102012396,91.92217583087226
57,841.4141952464079,43320.05028410412,91.98929163688656
58,840.9604578827559,43307.90346500772,92.07181025106988
59,840.5889186112418,43310.993217502924,92.12442490497654
60,840.1353945172282,43298.72817940127,92.14739665913045
61,839.9381218692255,43277.32166163734,92.18286370296121
62,840.178277275113,43256.019800691385,92.22993900335464
63,840.0718495914215,43238.71337753157,92.27500608506134
64,839.6416089482002,43232.04830477723,92.28734524304087
65,838.9574329638593,43225.84396086288,92.30819005234379
66,838.9211520360986,43220.236950355364,92.34003841373527
67,839.1249121118441,43215.22031226284,92.35185076698932
68,838.95704181021,43198.83236097853,92.36277661057312
69,838.1876797061448,43183.546325640455,92.41091289488051
70,838.0000757951237,43166.68356077683,92.44729167825365
71,838.1939891220022,43161.364986932094,92.47094264496873
72,838.0570138214829,43149.14890168302,92.51804519408658
73,837.679547373292,43154.88247304156,92.56955818408241
74,837.1294246048753,43156.27965905553,92.54988092982737
75,836.9485289788705,43148.497397438856,92.55782943100314
76,836.936463149293,43129.846839534766,92.59043044871143
77,837.4161179440166,43122.30868381285,92.66022959160685
78,837.1315984662536,43127.97219183173,92.67354226859263
79,836.9466144771701,43118.41082550025,92.68385872107886
80,836.71199490807,43101.0019069708,92.68438768378101
