CNN,PDP,Area,Label
87,889.640786068024,43392.78480273654,set1
87,882.5782327884691,43436.72903559296,set1
88,888.2212350459364,43495.678028762915,set1
89,840.0,43800.0,set2
87,845.8622064910467,43756.0250876029,set2
87,835.1560817852658,43776.92139528298,set2
89,890.0,43500.0,set1
87,837.9702875878229,43776.3120048349,set2
87,881.8236049556051,43582.59482198912,set1
87,841.3276162987415,43771.92222526316,set2
