CNN,PDP,Area,Label
87,852.4887491777911,43179.13900716362,set1
93,854.4643497251685,43207.954191738936,set1
93,856.3886093348177,43159.52517103181,set1
93,853.9438936283002,43213.60508256645,set1
89,851.8968839224024,43199.210826817376,set1
92,854.6084724573707,43101.257749724886,set1
91,852.7115081463338,43274.112518964226,set1
