CNN,PDP,Area,Label
87,847.5805049986595,43376.598309574176,set1
87,876.9120662242844,43138.433918030474,set2
89,847.3513482272473,43443.05961482824,set1
87,846.8855246709412,43448.320724608915,set1
87,867.7230989837786,43200.496947859276,set2
89,849.1442091810419,43356.46364980328,set1
88,875.3292901447445,43192.6256864053,set2
87,871.030892767018,43174.4520778348,set2
88,849.507186688167,43348.63291641791,set1
88,848.8324683320577,43436.614434266485,set1
