CNN,PDP,Area,Label,Threshold
87,889.640786068024,4339278.480273654,set1,0
87,882.5782327884691,4343672.903559295,set1,0
88,888.2212350459364,4349567.802876292,set1,0
89,840.0,4380000.0,set2,0
87,845.8622064910467,4375602.50876029,set2,0
87,835.1560817852658,4377692.139528298,set2,0
89,890.0,4350000.0,set1,0
87,837.9702875878229,4377631.20048349,set2,0
87,881.8236049556051,4358259.482198912,set1,0
87,841.3276162987415,4377192.222526316,set2,0
